StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/30/2022 9:03,7/30/2022 9:04,100,63,TRUE,7/30/2022 9:04,R_3qJ0EfPqzS92huY,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",605cd1b167207b8209b39fee
7/30/2022 9:03,7/30/2022 9:04,100,66,TRUE,7/30/2022 9:04,R_0BtNhPpnZao2Obv,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60bd28cc95ab27d4f4f6ada3
7/30/2022 9:03,7/30/2022 9:05,100,93,TRUE,7/30/2022 9:05,R_zTOJLzhed3HdPPP,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Often,Hardly ever,Some of the time,"Yes, use the responses.",6080944fe2317f8b0126dafc
7/30/2022 9:04,7/30/2022 9:05,100,71,TRUE,7/30/2022 9:05,R_3EXrOAIRl6ygfMP,Someone selling fraudulent goods or services,Yes,150,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e153b9b4357cf4f7bd969a
7/30/2022 9:04,7/30/2022 9:05,100,47,TRUE,7/30/2022 9:05,R_2VEXWBKfnG9zasS,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",608eb34a99535669096e0655
7/30/2022 9:03,7/30/2022 9:05,100,126,TRUE,7/30/2022 9:05,R_2cbEngt21h3k10Z,Someone selling fraudulent goods or services,Yes,$100 ,No,No,Often,Often,Often,"Yes, use the responses.",5ee09c1a0c2ad1027f541f53
7/30/2022 9:04,7/30/2022 9:05,100,54,TRUE,7/30/2022 9:05,R_1esKmjWEqWBRs0d,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",58d7d2c2e9b6dc000129148a
7/30/2022 9:05,7/30/2022 9:05,100,51,TRUE,7/30/2022 9:05,R_ZKWqpKWSiU0P3Dr,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62cf2b73a60ca4a39abfe24f
7/30/2022 9:04,7/30/2022 9:06,100,104,TRUE,7/30/2022 9:06,R_2ccG4Kc23Gxb3H1,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5f7cfe8edd75001c4eb45861
7/30/2022 9:05,7/30/2022 9:06,100,36,TRUE,7/30/2022 9:06,R_3CDD5mzmzs8Y5gK,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5809f556b869700001d71179
7/30/2022 9:05,7/30/2022 9:06,100,59,TRUE,7/30/2022 9:06,R_3MFDRFOScadcF0K,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e2d5c238c450c3579dfa91
7/30/2022 9:05,7/30/2022 9:06,100,47,TRUE,7/30/2022 9:06,R_3nxvVq0H5bLSMKP,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62a171d50d6c4f89905ced80
7/30/2022 9:06,7/30/2022 9:06,100,41,TRUE,7/30/2022 9:06,R_3PmH5CiDRaYaBy8,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6110990b21f6390650f6e23e
7/30/2022 9:05,7/30/2022 9:06,100,91,TRUE,7/30/2022 9:06,R_2zr84gvbAdeRjo7,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f3de3785460c8219dd78fc4
7/30/2022 9:05,7/30/2022 9:06,100,66,TRUE,7/30/2022 9:06,R_2y718glXbEkxNbZ,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61fa94df5719bc09cb835064
7/30/2022 9:06,7/30/2022 9:06,100,49,TRUE,7/30/2022 9:06,R_25Tufm1KiuE9rxj,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5fff542aeed8c2065133114e
7/30/2022 9:06,7/30/2022 9:07,100,46,TRUE,7/30/2022 9:07,R_1F5p5tkWSuO6S3z,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5f4477069d97177c7165638e
7/30/2022 9:06,7/30/2022 9:07,100,58,TRUE,7/30/2022 9:07,R_2ttYXS7WzLN32h4,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Not Sure,No,Often,Often,Often,"Yes, use the responses.",610ad811d26d3b54be3c3637
7/30/2022 9:05,7/30/2022 9:07,100,108,TRUE,7/30/2022 9:07,R_1QFOawykY3FOgvQ,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",Yes,120,Yes,No,Some of the time,Often,Often,"Yes, use the responses.",62d0a258e5efefa14eb29647
7/30/2022 9:06,7/30/2022 9:07,100,37,TRUE,7/30/2022 9:07,R_1pPX8cgi0y9JykB,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",56f873d73592c7000b04d6fe
7/30/2022 9:06,7/30/2022 9:07,100,92,TRUE,7/30/2022 9:07,R_UmytuuTrL2l2HPX,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,"$2,000 ",Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5bacc9bc42a1d1000187669b
7/30/2022 9:06,7/30/2022 9:07,100,62,TRUE,7/30/2022 9:07,R_eDTAZDHzLpZoFMd,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f68f290ec789909bd885f48
7/30/2022 9:07,7/30/2022 9:08,100,33,TRUE,7/30/2022 9:08,R_1NCydJoUXSUqIZS,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5623f6afed6e5a000bc7f219
7/30/2022 9:07,7/30/2022 9:08,100,38,TRUE,7/30/2022 9:08,R_3QDC3xCzURt7Fn9,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",627448a7458cf55c0cdea3bb
7/30/2022 9:07,7/30/2022 9:08,100,71,TRUE,7/30/2022 9:08,R_2aXobaGVpR1VTIm,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e121701dc79bd8a1a22ca99
7/30/2022 9:07,7/30/2022 9:08,100,60,TRUE,7/30/2022 9:08,R_bKNzQyaKM8AronD,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e1af2fec1bf02c06907929
7/30/2022 9:08,7/30/2022 9:08,100,43,TRUE,7/30/2022 9:08,R_2zCQquqaGagTrEj,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",61119ebe4b120c22f2c2a675
7/30/2022 9:08,7/30/2022 9:09,100,45,TRUE,7/30/2022 9:09,R_8wsRytA7iOtg1Tr,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5ff8f00e24c6e01cfca56f49
7/30/2022 8:50,7/30/2022 9:09,100,1113,TRUE,7/30/2022 9:09,R_3m8hgtgX42xLIjG,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f90581950d8520e8c7d3890
7/30/2022 9:04,7/30/2022 9:09,100,303,TRUE,7/30/2022 9:09,R_qFxLe4lb8mMaAqR,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e2c7806bb1a6e000cf7f2e8
7/30/2022 9:08,7/30/2022 9:09,100,68,TRUE,7/30/2022 9:09,R_UGT2XJ1iGJmku1H,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d5c25578af5fd0001ef3aee
7/30/2022 9:08,7/30/2022 9:09,100,55,TRUE,7/30/2022 9:09,R_2SwOhWNG88ewqZc,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fc6bf0582ff63099b3f5317
7/30/2022 9:07,7/30/2022 9:09,100,162,TRUE,7/30/2022 9:09,R_279HP9c5T66I2TE,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fb96682a2e58b7e38a6f5d6
7/30/2022 9:07,7/30/2022 9:09,100,128,TRUE,7/30/2022 9:09,R_2uIGIQequS7k2XU,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Not Sure,Often,Some of the time,Some of the time,"Yes, use the responses.",62902b9b22425cb368f4d1a9
7/30/2022 9:09,7/30/2022 9:10,100,37,TRUE,7/30/2022 9:10,R_27r69oLE6AwWwfH,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62acefe3b92c0eb8292ab95d
7/30/2022 9:09,7/30/2022 9:10,100,51,TRUE,7/30/2022 9:10,R_3mmE4jZJ9fudmMl,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Some of the time,Some of the time,"Yes, use the responses.",62d59a066ee263bb659aa445
7/30/2022 9:08,7/30/2022 9:10,100,91,TRUE,7/30/2022 9:10,R_28U73nIzO0KRqPg,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5b65f7935c431c000127ae5f
7/30/2022 9:09,7/30/2022 9:10,100,49,TRUE,7/30/2022 9:10,R_2qqOdm5Njl4FYFN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",604954e0c32f8060c52eee57
7/30/2022 9:08,7/30/2022 9:10,100,117,TRUE,7/30/2022 9:10,R_2SekBJHRGtAxUU2,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62b496ea7c06f67ea068d0d3
7/30/2022 9:09,7/30/2022 9:10,100,61,TRUE,7/30/2022 9:10,R_p5XNVCM9Uo8KM93,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,25,No,Not Sure,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",627b0d689d780840df214aee
7/30/2022 9:09,7/30/2022 9:10,100,58,TRUE,7/30/2022 9:10,R_eQdxJQyErun3IXL,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Often,"Yes, use the responses.",5ac50a19a3ba7a0001b4a483
7/30/2022 9:09,7/30/2022 9:10,100,59,TRUE,7/30/2022 9:10,R_2QSz2yGNL3bLn9d,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",5f4811f1f2148f16d602fb10
7/30/2022 9:06,7/30/2022 9:10,100,246,TRUE,7/30/2022 9:10,R_123EwqVCnLtwu2Q,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Some of the time,Hardly ever,"Yes, use the responses.",611ef85524313bca486780fd
7/30/2022 9:10,7/30/2022 9:10,100,42,TRUE,7/30/2022 9:10,R_1BWQtbYmWZoGeTK,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5eac7cc895c54f0f8d67795c
7/30/2022 9:09,7/30/2022 9:11,100,86,TRUE,7/30/2022 9:11,R_20OOHYxNaSwI0Bz,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",5c748b9188fdc20017c60436
7/30/2022 9:11,7/30/2022 9:12,100,62,TRUE,7/30/2022 9:12,R_2fuNkQpj0hkLvci,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",611c02851fb3c5628ee12c78
7/30/2022 9:11,7/30/2022 9:12,100,59,TRUE,7/30/2022 9:12,R_2dumNTaibwQbxHh,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6266b4ea9408fc167507d923
7/30/2022 9:11,7/30/2022 9:12,100,82,TRUE,7/30/2022 9:12,R_3nNKBDCkn4fDOgw,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62cc37c9f14b42f97ac7c5f9
7/30/2022 9:11,7/30/2022 9:12,100,46,TRUE,7/30/2022 9:12,R_2QMp1XUCjKDE1gD,,,,,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",6290ebb13a126c60c9cb7d11
7/30/2022 9:11,7/30/2022 9:12,100,92,TRUE,7/30/2022 9:12,R_bxwNE5YmJ72qvXb,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dbf11701429823ba384bd3c
7/30/2022 9:11,7/30/2022 9:13,100,93,TRUE,7/30/2022 9:13,R_27Bdm7VcahffGNU,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,700,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c1c2c51e2d9150001b5737e
7/30/2022 9:12,7/30/2022 9:13,100,62,TRUE,7/30/2022 9:13,R_1InnJHemp6MZC2I,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62db3b6d1176a3312cfaafe4
7/30/2022 9:12,7/30/2022 9:13,100,46,TRUE,7/30/2022 9:13,R_1IH3iAO2UcC5qea,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",614e2446523bb49af662fb62
