StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/30/2022 9:26,7/30/2022 9:26,100,28,TRUE,7/30/2022 9:26,R_1pGODtNUdrtIPUR,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,60,Male,614e0da3bcc70ead8f1e8d03
7/30/2022 9:25,7/30/2022 9:26,100,75,TRUE,7/30/2022 9:26,R_6FOLNAPAcLPVCmd,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,35,Female,62b06c1508dfc74f4f38efab
7/30/2022 9:26,7/30/2022 9:27,100,29,TRUE,7/30/2022 9:27,R_XNeOj5Fv6ZoEdUt,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",28,Male,60a6be72ccb15020f04ba501
7/30/2022 9:26,7/30/2022 9:27,100,17,TRUE,7/30/2022 9:27,R_10U90Y5w2gQwaaF,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,36,Female,5e24fbd4e1f467771c234e5f
7/30/2022 9:26,7/30/2022 9:27,100,65,TRUE,7/30/2022 9:27,R_WC0UHJ2CwfZgAuZ,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Female,5ded38c39f631c3f7601388f
7/30/2022 9:27,7/30/2022 9:27,100,38,TRUE,7/30/2022 9:27,R_1EWlctTvyf1VRZF,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,5591cd21fdf99b63126f6c60
7/30/2022 9:27,7/30/2022 9:27,100,46,TRUE,7/30/2022 9:27,R_32IXs4epiXAaOTm,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,28,Male,5fe218efbf7c82d3e44ada5d
7/30/2022 9:24,7/30/2022 9:27,100,234,TRUE,7/30/2022 9:27,R_31n5NpcmI5H4jbA,"Employed, working 30 or more hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),Asian American or Asian,Hispanic",Graduate or professional degree,34,Female,5d4ac837d2844e0001ecf699
7/30/2022 9:27,7/30/2022 9:28,100,51,TRUE,7/30/2022 9:28,R_DDibQAzHTqpRgKR,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,25,Female,6166c0eb123b6e8b34628249
7/30/2022 9:28,7/30/2022 9:28,100,36,TRUE,7/30/2022 9:28,R_3Jhe3gXKJdfM7Mc,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Female,5d88db42c1d06e001a1fdcab
7/30/2022 9:27,7/30/2022 9:28,100,75,TRUE,7/30/2022 9:28,R_1CKgipglUMs8Tvv,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,5f81c369fff64329f22d8ce2
7/30/2022 9:27,7/30/2022 9:28,100,61,TRUE,7/30/2022 9:28,R_2SBrhclkBMumlsY,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,27,Female,612274842d4805447451f87b
7/30/2022 9:28,7/30/2022 9:28,100,45,TRUE,7/30/2022 9:28,R_27j4zhUdflUoqQt,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Female,60fd82c6bba5b0d80f9b495f
7/30/2022 9:28,7/30/2022 9:29,100,67,TRUE,7/30/2022 9:29,R_3NyXx44AkYdxuMd,"Not employed, looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,27,Female,6000b17850d58c1b3dd9fd6d
7/30/2022 9:28,7/30/2022 9:29,100,27,TRUE,7/30/2022 9:29,R_1r1ZILbA77nHToI,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,26,Male,5d4b1c73cfe6e90017ad8990
7/30/2022 9:29,7/30/2022 9:29,100,25,TRUE,7/30/2022 9:29,R_3Dp7P9N0xpafvhw,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Female,5c71b63c4aa8ec0001f2bfc4
7/30/2022 9:29,7/30/2022 9:29,100,26,TRUE,7/30/2022 9:29,R_1CvAjnuyYagKRfi,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Female,5589cd58fdf99b18be3203af
7/30/2022 9:28,7/30/2022 9:29,100,82,TRUE,7/30/2022 9:29,R_114uE8dWuoblq0G,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,48,Female,5fca054298bccf24d97f2530
7/30/2022 9:29,7/30/2022 9:29,100,59,TRUE,7/30/2022 9:30,R_1pycSvy5OAYPpEZ,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",49,Female,62d6d903bfa2edd3d7f58d82
7/30/2022 9:29,7/30/2022 9:30,100,60,TRUE,7/30/2022 9:30,R_2Y9sgvWe3NRBxfs,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",29,Male,62865e3456c142785cfad2a7
7/30/2022 9:29,7/30/2022 9:30,100,20,TRUE,7/30/2022 9:30,R_3gYI7Adh7iLlcj8,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",25,Female,620bdc9ca922fc3f247f6a6f
7/30/2022 9:28,7/30/2022 9:30,100,93,TRUE,7/30/2022 9:30,R_1Ld6g1vs0q1ZsoZ,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,19,Female,60fd05e540846ba7851b2928
7/30/2022 9:30,7/30/2022 9:30,100,30,TRUE,7/30/2022 9:30,R_2CqWU1qpzqmrueG,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,40,Male,5ffb8c5b60571908f3ac19fa
7/30/2022 9:29,7/30/2022 9:30,100,67,TRUE,7/30/2022 9:30,R_3GlUc1IJOoFU8zj,Retired,"$20,000 - $39,999",Other,Some college but no degree,51,Female,6101c2aaf8555a745cfb472b
7/30/2022 9:29,7/30/2022 9:30,100,71,TRUE,7/30/2022 9:30,R_1eDAHIbJ4ZbJpFZ,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,29,Female,5f123d2f9926a1193a114e68
7/30/2022 9:29,7/30/2022 9:30,100,50,TRUE,7/30/2022 9:30,R_1zXxJrxa7wt0kQ9,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,48,Male,5dd7b300a71de875640dc574
7/30/2022 9:30,7/30/2022 9:30,100,36,TRUE,7/30/2022 9:30,R_3NCxQSGcSX2u4p7,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Male,62b0ad6464a111ff05a05b01
7/30/2022 9:30,7/30/2022 9:30,100,29,TRUE,7/30/2022 9:30,R_28BeoBHjjAcJtrS,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Female,574790895e549100063b6105
7/30/2022 9:30,7/30/2022 9:31,100,62,TRUE,7/30/2022 9:31,R_VOwyGYJKnCvQZKp,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,"High school degree or equivalent (e.g., GED)",27,Female,5e4044797946592823cbec2a
7/30/2022 9:30,7/30/2022 9:31,100,47,TRUE,7/30/2022 9:31,R_2ahl6hys4vcs0Ag,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,61523ad1ae3acee5b3f7287b
7/30/2022 9:30,7/30/2022 9:31,100,37,TRUE,7/30/2022 9:31,R_1g2eJdcql98b4qb,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",32,Male,629529f2d3b7eab4b12df976
7/30/2022 9:30,7/30/2022 9:31,100,78,TRUE,7/30/2022 9:31,R_3Ms2tDqk6s03caz,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Male,5fed41e3e14422f5e308c6e5
7/30/2022 9:31,7/30/2022 9:32,100,23,TRUE,7/30/2022 9:32,R_22FcCIp3F2at6f7,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Male,62d038104bd16f6fa0a7d4e7
7/30/2022 9:31,7/30/2022 9:32,100,53,TRUE,7/30/2022 9:32,R_1fjvToOII3ELfBE,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Female,612ba49c020f07311c602c0c
7/30/2022 9:31,7/30/2022 9:32,100,30,TRUE,7/30/2022 9:32,R_0HrzoysJRuvxtxD,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,23,Female,61088a6f0372d8a146faa96b
7/30/2022 9:31,7/30/2022 9:32,100,62,TRUE,7/30/2022 9:32,R_1jpSlZrrQ8Cfq28,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,52,Female,626810ad271afa9ad1c19e33
7/30/2022 9:31,7/30/2022 9:32,100,27,TRUE,7/30/2022 9:32,R_1djlgO4n3v2Zipk,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Male,5bf4afe0b8e9f800014c9c0b
7/30/2022 9:31,7/30/2022 9:32,100,39,TRUE,7/30/2022 9:32,R_qUG0Zv9JPDHGZIB,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,54,Female,5dcf402982569a08ddd84086
7/30/2022 9:32,7/30/2022 9:32,100,32,TRUE,7/30/2022 9:32,R_1ovc8LTmsXmNAkp,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Male,62b9a8dede96fa194cc5c7e7
7/30/2022 9:31,7/30/2022 9:32,100,86,TRUE,7/30/2022 9:32,R_2zoIWF152LaCcUJ,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Female,62b07ac53b83bf0683eda6b6
7/30/2022 9:32,7/30/2022 9:32,100,31,TRUE,7/30/2022 9:32,R_32RtaYEYXqajMFu,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18,Female,612d392b4ed3130794cc1eeb
7/30/2022 9:31,7/30/2022 9:32,100,79,TRUE,7/30/2022 9:32,R_2dikbwkXfcAFYTF,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,76,Male,62b751459b81d944562cdb87
7/30/2022 9:32,7/30/2022 9:33,100,52,TRUE,7/30/2022 9:33,R_3hiMjEUCRYjGeyM,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Female,55883e4bfdf99b4021921d15
7/30/2022 9:32,7/30/2022 9:33,100,60,TRUE,7/30/2022 9:33,R_1mxBVZaVOpk4fRW,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29,Male,60e5d47e17c05633eef565e3
7/30/2022 9:33,7/30/2022 9:33,100,26,TRUE,7/30/2022 9:33,R_D2k6jb92Fwh9m0x,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,32,Female,5fc521555cd05b000cfe0998
7/30/2022 9:32,7/30/2022 9:33,100,44,TRUE,7/30/2022 9:33,R_3I3O8N3cpsP5CHD,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Female,5f63a30a09bd340c84c6688d
7/30/2022 9:32,7/30/2022 9:33,100,64,TRUE,7/30/2022 9:33,R_2tJf52Zcf5IAVuX,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,31,Female,5e77b301a4d61d32c335e5bf
7/30/2022 9:33,7/30/2022 9:33,100,39,TRUE,7/30/2022 9:33,R_ZIt9biDegxqExrP,"Employed, working 30 or more hours per week","$0 - $19,999",I prefer not to say,Bachelor degree,33,Male,6149256f6335b06ade3723e0
7/30/2022 9:33,7/30/2022 9:33,100,26,TRUE,7/30/2022 9:33,R_1GDHTyItQfWuI7m,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Male,5ec62902bb44c16b842128f9
7/30/2022 9:33,7/30/2022 9:34,100,29,TRUE,7/30/2022 9:34,R_3sns0ykIDjDSNmZ,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Female,5a1cddb4087f2e0001eafb99
7/30/2022 9:34,7/30/2022 9:34,100,29,TRUE,7/30/2022 9:34,R_CmgJRgHY7sduetz,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,46,Female,5dcc27974b54778b69e62ec5
7/30/2022 9:33,7/30/2022 9:34,100,50,TRUE,7/30/2022 9:34,R_2uqa8BTzS7QdF2z,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33,Male,616edcc90d9facce036066c1
7/30/2022 9:30,7/30/2022 9:34,100,279,TRUE,7/30/2022 9:34,R_3sk56ElFBltegfv,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Male,5f6056e9a41e0d14d4c19f4c
7/30/2022 9:34,7/30/2022 9:35,100,35,TRUE,7/30/2022 9:35,R_2z7jNPz5StkhhgF,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,47,Male,5fcaf45432c262806989840d
7/30/2022 9:33,7/30/2022 9:35,100,81,TRUE,7/30/2022 9:35,R_1dGoQq9skP7xiXS,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,5dbaded2af6b8e0e8c3632ed
7/30/2022 9:34,7/30/2022 9:35,100,31,TRUE,7/30/2022 9:35,R_CeLwy4KHh25eNP3,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,32,Male,6298a45e604c47c8a587a8a2
7/30/2022 9:34,7/30/2022 9:35,100,79,TRUE,7/30/2022 9:35,R_RmOgvXmNanI6qyJ,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,5c4af67cdccaa800016b3192
7/30/2022 9:34,7/30/2022 9:35,100,36,TRUE,7/30/2022 9:35,R_SBFqE35BLhERzJn,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Female,607ba9f40639e8a2c931d622
7/30/2022 9:35,7/30/2022 9:35,100,37,TRUE,7/30/2022 9:35,R_1EYBPTsx37Y6CiS,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Other,5a2ef2d89c334d0001775a0c
7/30/2022 9:34,7/30/2022 9:35,100,52,TRUE,7/30/2022 9:35,R_Ui3bdv9C7ctW3Kh,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,19,Other,5d7499693e40c60001081af3
7/30/2022 9:32,7/30/2022 9:35,100,210,TRUE,7/30/2022 9:35,R_1dKvZqxL0k55Ek7,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Female,608bfa04767191aa4d57bfd8
7/30/2022 9:34,7/30/2022 9:35,100,106,TRUE,7/30/2022 9:35,R_1LtzXC9kAYlDYMj,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,30,Female,5f3c35f98baa00a729e2efe7
7/30/2022 9:35,7/30/2022 9:36,100,27,TRUE,7/30/2022 9:36,R_BW9XlJeQP4deLO9,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Male,60ca4cfb5c287146cad0695a
7/30/2022 9:35,7/30/2022 9:36,100,22,TRUE,7/30/2022 9:36,R_2yjSOQIICEiFKJJ,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,32,Male,56cc78e3ccc0e20006b82a7d
7/30/2022 9:36,7/30/2022 9:36,100,25,TRUE,7/30/2022 9:36,R_3PyL7YLEwBwsa0M,"Not employed, looking for work","$150,000 or more",Asian American or Asian,Bachelor degree,23,Female,5ee1327109ae2e4f8e01bd60
7/30/2022 9:35,7/30/2022 9:36,100,88,TRUE,7/30/2022 9:36,R_0SAgwtJnLDK6wc9,"Not employed, looking for work","$100,000 - $149,999",African American or African (Non-Hispanic),Associate degree,25,Male,62cfd130febabbbc282bed8f
7/30/2022 9:36,7/30/2022 9:36,100,29,TRUE,7/30/2022 9:36,R_tXlJk7gAMqqYlI5,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Male,5efa7432ebc08a170f0aa15f
7/30/2022 9:36,7/30/2022 9:37,100,48,TRUE,7/30/2022 9:37,R_XAiYPpmf4THE2id,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,70,Female,62d0880f5ba6d972d1bfc63c
7/30/2022 9:36,7/30/2022 9:37,100,44,TRUE,7/30/2022 9:37,R_3k1ZYv6hAvALR7Z,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,46,Female,5a00a8160fff620001a6b776
7/30/2022 9:36,7/30/2022 9:37,100,49,TRUE,7/30/2022 9:37,R_3lEQbsUjlf8NuGi,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,36,Female,5cbe04b4f429ff00159de30e
7/30/2022 9:36,7/30/2022 9:37,100,52,TRUE,7/30/2022 9:37,R_2CPUbtfkHIntpP0,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,29,Male,62cc8d0d534dd81727c72228
7/30/2022 9:37,7/30/2022 9:38,100,71,TRUE,7/30/2022 9:38,R_2VQOozYmwTD9E9S,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,51,Male,571dfc5913b1b70009be337f
7/30/2022 9:37,7/30/2022 9:38,100,23,TRUE,7/30/2022 9:38,R_Q3TgI8Y3FZzwJix,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,26,Female,53c04378fdf99b360e022d92
7/30/2022 9:37,7/30/2022 9:38,100,81,TRUE,7/30/2022 9:38,R_3qTC3D71qAjoNhf,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",29,Male,62c9024c3181d7800e31a759
7/30/2022 9:37,7/30/2022 9:38,100,33,TRUE,7/30/2022 9:38,R_29sNzKdFB6W9zpN,"Employed, working 1-29 hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Graduate or professional degree,41,Female,5f706a963b6ac2627a4bb3b5
7/30/2022 9:37,7/30/2022 9:38,100,29,TRUE,7/30/2022 9:38,R_1P7xJTyLzMwcsKq,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Female,60d898acd59f2f601e12bc39
7/30/2022 9:38,7/30/2022 9:38,100,26,TRUE,7/30/2022 9:38,R_2XcZgciIA1h3HVH,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Male,62ba3f25a170a1095d95e22d
7/30/2022 9:37,7/30/2022 9:38,100,105,TRUE,7/30/2022 9:38,R_YXLD8RwwkqaVrLr,"Disabled, not able to work","$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",43,Male,62d9782b0a0018523c64bb1c
7/30/2022 9:38,7/30/2022 9:39,100,48,TRUE,7/30/2022 9:39,R_1PUxVhrACYk5BxC,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,25,Female,5cf5d7529681010001eeaecf
7/30/2022 9:38,7/30/2022 9:39,100,38,TRUE,7/30/2022 9:39,R_3dEPfrOqLwizhyt,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,34,Female,5c05c77f24419e0001a3094f
7/30/2022 9:38,7/30/2022 9:39,100,39,TRUE,7/30/2022 9:39,R_21oLO58M0LPdGnW,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Male,5cd08e2ff59e0a0013563602
7/30/2022 9:38,7/30/2022 9:39,100,39,TRUE,7/30/2022 9:39,R_2fcTUfN2aSU4TbO,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Female,62a889993e01c9e01ee7066e
7/30/2022 9:38,7/30/2022 9:39,100,76,TRUE,7/30/2022 9:39,R_3NzmALJ3lu91DFF,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,5dcdb60be64aaa07c14065cc
7/30/2022 9:38,7/30/2022 9:39,100,55,TRUE,7/30/2022 9:39,R_2WOmrmsxSoLvhS4,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Male,5eba34aa6f816b16d72f49e1
7/30/2022 9:39,7/30/2022 9:39,100,32,TRUE,7/30/2022 9:39,R_1g28Chjk9VjRGnM,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,27,Female,558af269fdf99b7dfef4d7bd
7/30/2022 9:38,7/30/2022 9:39,100,67,TRUE,7/30/2022 9:39,R_2ZVztKRaJLkVk6Y,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,33,Male,5f3c2648a9ef86a4c10de377
7/30/2022 9:37,7/30/2022 9:40,100,154,TRUE,7/30/2022 9:40,R_3QLCWErqWIjzckQ,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some high school,47,Female,612fd3208d3decaf3ec80bcc
7/30/2022 9:39,7/30/2022 9:40,100,59,TRUE,7/30/2022 9:40,R_3gO5K6jb6WHhZWX,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,19,Female,60fba5becb0e782745f2c39c
7/30/2022 9:40,7/30/2022 9:40,100,15,TRUE,7/30/2022 9:40,R_3Mri70FC0bUHoF4,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Male,5d2df745da13f60018d14b64
7/30/2022 9:38,7/30/2022 9:40,100,107,TRUE,7/30/2022 9:40,R_3QWdPktERNQyoiD,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some high school,30,Male,5e8537fe23609011fe987ca7
7/30/2022 9:40,7/30/2022 9:40,100,35,TRUE,7/30/2022 9:40,R_1lm0T946CTDEeME,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,38,Male,5a585be8e0cf3d00012657b8
