StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/14/2022 21:43,8/14/2022 21:44,IP Address,100,80,TRUE,8/14/2022 21:44,R_2v2Cti3T2GRnVRO,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5bf9cc2b138674000124bdc8
8/14/2022 21:43,8/14/2022 21:44,IP Address,100,66,TRUE,8/14/2022 21:44,R_2sYdwbEMea4riHr,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5e1bc8d75941db3f6f7edd95
8/14/2022 21:44,8/14/2022 21:45,IP Address,100,47,TRUE,8/14/2022 21:45,R_1ieoRz3OFC8a1D5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,25,Male,,,,,No,"Yes, use the responses.",5d5e4baff521f100166c5d3a
8/14/2022 21:42,8/14/2022 21:45,IP Address,100,181,TRUE,8/14/2022 21:45,R_3GqwNLI9O9wQ0gj,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,34,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",60ef1cf5306a0e4561b5ba44
8/14/2022 21:43,8/14/2022 21:45,IP Address,100,81,TRUE,8/14/2022 21:45,R_1Ehz50DvO0ME2Qd,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,37,Male,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,No,"Yes, use the responses.",5d8108c0a6d2bf001afdb2d9
8/14/2022 21:42,8/14/2022 21:45,IP Address,100,136,TRUE,8/14/2022 21:45,R_2vkKT4fZgNiceX5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Bachelor degree,27,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",5bbafad7736db000016d8600
8/14/2022 21:44,8/14/2022 21:45,IP Address,100,63,TRUE,8/14/2022 21:45,R_1oF0FScwhhbeehH,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62d86c63e2966588c71b9ff2
8/14/2022 21:43,8/14/2022 21:45,IP Address,100,121,TRUE,8/14/2022 21:45,R_3Ep9L2c0CymeAu6,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Some college but no degree,34,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,"Yes, use the responses.",615c9083ffc1ce3be0325609
8/14/2022 21:43,8/14/2022 21:45,IP Address,100,123,TRUE,8/14/2022 21:45,R_3s1AD7jhQcGhjs7,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",Hispanic,Some college but no degree,19,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",610c8b382eab1a0ec7e9ed6a
8/14/2022 21:44,8/14/2022 21:46,IP Address,100,69,TRUE,8/14/2022 21:46,R_12M5hsUxqYjyQ05,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,22,Female,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,"Yes, use the responses.",60fceac0ce36d6e4fb4cb429
8/14/2022 21:45,8/14/2022 21:46,IP Address,100,60,TRUE,8/14/2022 21:46,R_27PrmhskKT6rSLA,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",60fe18a085f930b237d55f70
8/14/2022 21:44,8/14/2022 21:46,IP Address,100,105,TRUE,8/14/2022 21:46,R_3MGUNJXwvof4oNj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",52,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5f85f217f845b10f388f2ce7
8/14/2022 21:45,8/14/2022 21:46,IP Address,100,53,TRUE,8/14/2022 21:46,R_1NFc17Sfw8gjhHG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,25,Male,"Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",62e07b7bce4301b22b769df8
8/14/2022 21:45,8/14/2022 21:46,IP Address,100,76,TRUE,8/14/2022 21:46,R_2EGcvGgngbX6IQO,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,29,Male,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",5f58d7941af44708223b94da
8/14/2022 21:45,8/14/2022 21:46,IP Address,100,60,TRUE,8/14/2022 21:46,R_6XMwDT2uA6gDEfT,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,20,Male,Other,No,,No,No,"Yes, use the responses.",60fcf15d6f86ffc5de817be3
8/14/2022 21:45,8/14/2022 21:47,IP Address,100,96,TRUE,8/14/2022 21:47,R_2S7b9yfXc9LXHfr,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62ee180f9fc12241aa00d548
8/14/2022 21:46,8/14/2022 21:47,IP Address,100,76,TRUE,8/14/2022 21:47,R_6EbcJnkc0vg369P,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Associate degree,42,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",5aaae8c215253500012c5997
8/14/2022 21:45,8/14/2022 21:47,IP Address,100,124,TRUE,8/14/2022 21:47,R_1iqEIGqwJDiqwUN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",60455511710c89680924f7ac
8/14/2022 21:47,8/14/2022 21:47,IP Address,100,33,TRUE,8/14/2022 21:47,R_3g6gC5Fx42vdzcg,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Female,,,,,Yes,"Yes, use the responses.",5e0840192b12bd16b02895cd
8/14/2022 21:46,8/14/2022 21:47,IP Address,100,65,TRUE,8/14/2022 21:47,R_1QgcaF6JutLmGya,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,23,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62e650c11c462af5419d5cb3
8/14/2022 21:46,8/14/2022 21:48,IP Address,100,126,TRUE,8/14/2022 21:48,R_129YMAXrfvRhNFU,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,45,Male,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",60b9af795939f976cb74232a
8/14/2022 21:47,8/14/2022 21:48,IP Address,100,73,TRUE,8/14/2022 21:48,R_xbjE2FbERoJBbTr,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",28,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,"Yes, use the responses.",610ee3f3b60bb3923a898f9f
8/14/2022 21:48,8/14/2022 21:49,IP Address,100,59,TRUE,8/14/2022 21:49,R_3n3lVpnkvuV0X41,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",62a96f8f6ab7e0c3ce90095f
8/14/2022 21:48,8/14/2022 21:49,IP Address,100,81,TRUE,8/14/2022 21:49,R_UA6uT7HtcLyNctj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Bachelor degree,46,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5fdee4d96a36576ca62e4518
8/14/2022 21:47,8/14/2022 21:49,IP Address,100,98,TRUE,8/14/2022 21:49,R_2t6gmpJ0TvJnjfI,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",6103784160176523a4624d07
8/14/2022 21:48,8/14/2022 21:49,IP Address,100,82,TRUE,8/14/2022 21:49,R_22EpIKGMw7Dqn5j,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",Hispanic,Some college but no degree,42,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5e567abd29f27d023384e5e1
8/14/2022 21:48,8/14/2022 21:50,IP Address,100,106,TRUE,8/14/2022 21:50,R_1KoSZRu5pIH35nw,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,55,Female,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,500,No,No,"Yes, use the responses.",5ee2e7bf21501a83d55642cd
8/14/2022 21:48,8/14/2022 21:50,IP Address,100,81,TRUE,8/14/2022 21:50,R_3VqBQgQo49cmHst,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,"Yes, use the responses.",610b1a9f84ca0547e1342cef
8/14/2022 21:48,8/14/2022 21:50,IP Address,100,114,TRUE,8/14/2022 21:50,R_9npf5nkIRLrEmyt,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,35,Female,Other,No,,No,Yes,"Yes, use the responses.",614bdcbbda70ba6dfc305c03
8/14/2022 21:49,8/14/2022 21:50,IP Address,100,90,TRUE,8/14/2022 21:50,R_1hQCTV0sYK0Es90,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",38,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5d924b1fc48e5f0017ad2579
8/14/2022 21:49,8/14/2022 21:50,IP Address,100,91,TRUE,8/14/2022 21:50,R_2QnAcKpH2zc5CM5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,30,Male,Other,No,,No,No,"Yes, use the responses.",606f72e12213160224d9ff25
8/14/2022 21:50,8/14/2022 21:51,IP Address,100,68,TRUE,8/14/2022 21:51,R_3Etz0CkmAOycLoD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",5ef6c997bddec33cfaed40c7
8/14/2022 21:50,8/14/2022 21:51,IP Address,100,84,TRUE,8/14/2022 21:51,R_27OKM6EiN87YKPE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",29,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",628db649ec2ce46bc626570f
8/14/2022 21:51,8/14/2022 21:51,IP Address,100,50,TRUE,8/14/2022 21:51,R_WAss3vf04qQDZjH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,31,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,"No, the responses shouldn't be used.",5aeab6e39e185a0001b9e272
8/14/2022 21:50,8/14/2022 21:52,IP Address,100,101,TRUE,8/14/2022 21:52,R_8jkAhkyoyBVzI1X,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Hispanic,Some college but no degree,20,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",5fdfe0ec99e7cf8c699a7607
8/14/2022 21:51,8/14/2022 21:52,IP Address,100,63,TRUE,8/14/2022 21:52,R_2ZTW0KBE2McnOCH,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6073640883b8547a9b73569a
8/14/2022 21:50,8/14/2022 21:52,IP Address,100,106,TRUE,8/14/2022 21:52,R_1jVzGpshYMENTz2,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,$50 ,Yes,No,"Yes, use the responses.",62f7393003fbb183f178dd1e
8/14/2022 21:51,8/14/2022 21:52,IP Address,100,55,TRUE,8/14/2022 21:52,R_0xl45ErzeK0AXXH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",61160189e88d439232bca89e
8/14/2022 21:51,8/14/2022 21:52,IP Address,100,83,TRUE,8/14/2022 21:52,R_28B51dRL9iqAkGy,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,52,Female,Other,No,,No,Yes,"Yes, use the responses.",61476c09c1f4a670dd5293eb
8/14/2022 21:52,8/14/2022 21:53,IP Address,100,51,TRUE,8/14/2022 21:53,R_1oaKwlaoptVVIxl,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,33,Male,,,,,No,"Yes, use the responses.",5a89cc2c000dab00018cbd38
